sentence,label
description - Type: DevOps Engineer,experience
"Platform: AWS Cloud, Azure Cloud",other
"Services: AWS EC2, RDS, CloudFormation Template, Lambda, Dynamo DB,		Cloud Watch, Auto-scaling, Elastic Bean stalk, Appdynamics",other
Here I manage Tibco Spotfire enterprise & Cloud Product support,other
Being the only Ops member in India I got a chance to recruit & build entire team of 15 members,other
I also worked on 4 different Projects / products simultaneously and added the hired members into these products,experience
My responsibilities in this project include:,project
1,other
Managing Tibco Spotfire Enterprise & Cloud environment,other
2,other
Helping India QA team with the pre-production environment for testing,other
3,other
Coordinating production deployment & hot-fixes,other
4,other
Leading the team and handling 4-projects,project
5,other
Arranging workshops over new AWS services for entire Team,other
Shell scripts for Automation:,other
â¢ Wrote shell script to extract the AWS running instances and shut it down,other
â¢ Wrote shell script to extract free EIP and release those,other
â¢ Wrote Lambda function to trigger important scripts,other
company - Synechron Technologies Limited,experience
"description - Type: Administration, automation & Monitoring",other
"Platform: Linux/Unix, Linux-Xen Servers,",other
"Software: Puppet, Redhat Satellite server, my-sql database shell scripting",skills
My responsibilities in this project included:,project
1,other
Managing linux media servers farms and provide application support,other
2,other
Patching Linux physical and xen boxes,other
3,other
Creating Satellite channels on Satellite server,other
4,other
Automation via shell scripting and mysql DB support,skills
5,other
Troubleshooting the customized applications,other
company - Tsys Limited,experience
"description - Type: Development, automation & Monitoring",other
"Platform: Linux/Unix, windows",other
"Software: mysql database, shell scripting",skills
"Here my responsibility was to provide access to the users on RHDS, Cvs and dot project servers",project
It also included providing access to users on dev/prod VDI servers,other
Handling mysql database and shell scripting to automate the tasks,skills
My responsibilities in this project included:,project
1,other
Requirements and Analysis: Understanding the requirements of the project and planning the environment and the access required,project
2,other
Implementing mysql replication over linux servers,skills
3,other
Fine tuning the existing applications,other
4,other
Testing & debugging the scripts for any errors,other
company - Patni Computer Systems Limited,experience
description - Project: CPI,project
"Type: Development, automation & Monitoring",other
"Platform: P8 Filenet, Linux/Unix, IBM AIX",other
"Software: Sound knowledge of HTML, shell scripting",skills
Client: Genworth Financial,other
Duration: 2 yrs 2 months,other
Role: Senior System Engineer,experience
"CPI is a Maintenance Project that caters to maintenance/enhancements of different applications, which are a part of Genworth Imaging Solutions",project
It has different applications that process the scanned Insurance documents sent from different Providers and stores the information in Oracle Database and images in P8 Filenet,other
It has multiple applications to generate reports to be sent to providers,other
Administration Support:,other
â¢ Providing support to the L1 engineers,experience
â¢ Monitoring P8 Filenet application,other
â¢ Handling Tickets raised by the users,other
â¢ Administration of the 10 Linux Proxy servers and mysql servers,skills
â¢ Implementing mysql replication,skills
â¢ Checking the logs of the sites visited by the users and the data downloaded,other
Mysql / Oracle / SQL Support:,skills
â¢ Preparing SQL queries for the client users,skills
â¢ Handling Oracle database,other
"â¢ Testing insert, select, update queries over servers and deploying over production",other
â¢ Handling the bugs raised by the users,other
â¢ Implementing mysql replication over linux servers,skills
â¢ Taking database backup through mysql dump,skills
Application Support:,other
"â¢ To make sure that the customer applications like eProcess, Trexo are working fine",other
â¢ To make sure all the customized filenet instances are working fine,other
â¢ Writing scripts to automate few of the applications,other
Shell scripts for Automation:,other
â¢ Wrote shell script to delete the logs older than five days which was successfully deployed over Production servers,other
"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery,mysql,Spring ,Hibernate",skills
"â¢ Software Tools: Xillinx, Modelsim, Matlab, Multisim",other
"â¢ Operating Systems: Windows XP, Vista, 07, 08, Ubuntu",other
Project Profile: B,project
E,other
Project FPGA Implementation of Team Size: 4,project
Role: Programmer,other
AES Algorithm AES is Advanced Encryption Standard which is used in cryptography by which we can protect our data,other
It encrypted by a Secret Key,other
T,other
E,other
project Sorting Robot,project
Team Size: 3,other
Role: Mechanism designer,other
The TCS 230 sensor sorts the RGB color balls according to their color,other
Diploma Project RFID Based Student Team Size: 4,project
Role: Interface,other
Attendance System Using GSM,other
In this student show RFID card of his own and then message send via GSM to their parent that his ward is present,other
Education Details,other
May 2016 B,other
E,other
"Savitribai Phule Pune, Maharashtra Pune University",other
March 2010 S,other
S,other
C   Maharashtra Board,other
DevOps Engineer,experience
Skill Details,other
C- Exprience - 6 months,other
C++- Exprience - 6 months,skills
Sql- Exprience - 6 months,skills
Pl/Sql- Exprience - 6 months,skills
Core Java- Exprience - 6 months,skills
Javascript- Exprience - Less than 1 year months,skills
HTML- Exprience - Less than 1 year months,skills
CSS- Exprience - Less than 1 year months,skills
Jquery- Exprience - Less than 1 year months,other
JavaEE- Exprience - Less than 1 year months,skills
Mysql- Exprience - Less than 1 year months,skills
Python- Exprience - 6 monthsCompany Details,experience
company - Parkar Consulting and Labs,experience
description - I'm working on the DevOps team in Parkar Consulting and Labs,other
I have hands on the AWS as well as Python,skills
"CORE COMPETENCIES ~ Ant ~ Maven ~ GIT ~ Bitbucket ~ Jenkins ~ Linux ~ Ansible ~ Shell Scripting ~Requirement Gathering ~Continuous Integration and Continuous Deployment ~ Software Development Life Cycle ~ Software Testing Life Cycle ~ Documentation & Reporting ~ Test Reports IT SKILLS â¢ Primary Skills: Dev-ops methodologies â¢ Programming Languages: C, Core Java â¢ Version Controls: GIT, Bitbucket â¢ Build Tools: ANT, Maven â¢ CI/CD Tools: Jenkins â¢ Configuration management: Ansible â¢ Scripting: Shell Script â¢ Application Servers: Apache Tomcat serverEducation Details",skills
"June 2015 to June 2017 Masters of science information technology Hyderabad, Telangana JNTU",education
Devops Engineer,experience
Devops Engineer - Nendrasys Technologies Pvt Ltd,experience
Skill Details,other
DEPLOYMENT- Exprience - 27 months,other
Git- Exprience - 27 months,other
DOCUMENTATION- Exprience - 26 months,other
CHANGE MANAGEMENT- Exprience - 10 months,other
CONFIGURATION MANAGEMENT- Exprience - 10 monthsCompany Details,experience
company - Nendrasys Technologies Pvt Ltd,experience
description - Date,other
Project Description:,project
The Scope of the project is to design & develop e-commerce product features for sloan project,project
"It's a basically B2B project where customer can buy all fixers, sinks related product",project
"It focuses on the company, the stakeholders and applications, which allow for online sales, distribution and marketing of product",experience
Responsibilities:,other
"o Detailed technical Knowledge and hands-on experience on DevOps, Automation, Build Engineering and Configura -",experience
tion Management,other
o Creating fully automated CI build and deployment infrastructure and processes for multiple projects,project
"o Developing scripts for build, deployment, maintenance and related tasks using Jenkins",other
"o Installing, configuring and maintaining Continuous Integration, Automation and Configuration Management tools",other
"o Developing Ant, Maven and Shell scripts to automatically compile, package, deploy WAR, EAR and JAR files of mul- tiple applications to various platforms",other
